f si sl ac k2
28112 8.0 4.267777 18.607836 0.663768
28113 8.0 3.769689 18.434315 0.670478
28114 7.0 4.343186 18.552694 0.669465
28115 4.0 4.051465 18.497399 0.668989
28116 6.0 3.968573 18.415098 0.668625
28117 6.0 3.745342 18.385729 0.668052
28118 7.0 4.111254 18.444979 0.669452
28119 8.0 4.613051 18.497783 0.667919
28120 8.0 4.751489 18.5199 0.666472
28121 6.0 3.865202 18.563774 0.667744
28122 7.0 4.235998 18.576341 0.664731
28123 7.0 3.832656 18.461223 0.666892
28124 8.0 4.844909 18.585271 0.663964
28125 12.0 4.268997 18.591147 0.665562
28126 8.0 4.573784 18.635129 0.666235
28127 12.0 4.329809 18.784215 0.669299
28128 12.0 3.508425 18.87276 0.667266
28129 6.0 3.662241 18.725425 0.665095
28130 6.0 4.11525 18.789702 0.662799
28131 9.0 4.016011 18.652861 0.666904
28132 6.0 4.151843 18.665333 0.660722
28133 6.0 3.480192 18.77121 0.660635
28134 5.0 3.776494 18.609836 0.663292
28135 7.0 4.11219 18.660771 0.661282
28136 6.0 4.443236 18.553048 0.660022
28137 6.0 3.505523 18.602027 0.661043
28138 6.0 3.406507 18.596722 0.660807
28139 6.0 4.077805 18.561523 0.661136
28140 6.0 3.63645 18.666863 0.660119
28141 6.0 3.290526 18.362699 0.664653
28142 5.0 3.81009 18.449837 0.663068
28143 5.0 3.713816 18.602827 0.662122
28144 6.0 4.603532 18.652277 0.665058
28145 6.0 3.737715 18.470555 0.669523
28146 5.0 3.966792 18.512069 0.668767
28147 7.0 4.688343 18.43988 0.671322
28148 6.0 3.931001 18.49835 0.669535
28149 8.0 4.445295 18.587456 0.66609
28150 6.0 4.391804 18.536426 0.667128
28151 5.0 4.543434 18.605974 0.665455
28152 6.0 3.644737 18.703219 0.661498
28153 6.0 4.150493 18.597925 0.662083
28154 5.0 3.946812 18.436205 0.666127
28155 6.0 4.04045 23.691759 0.261762
28156 4.0 3.550793 23.48477 0.26267
28157 6.0 3.855723 23.661951 0.260564
28158 6.0 3.21907 18.626297 0.656441
28159 7.0 4.035125 23.585688 0.26211
28160 5.0 4.584243 23.63219 0.261829
28161 5.0 3.815482 18.4956 0.656989
28162 4.0 3.849103 23.534918 0.265173
28163 4.0 3.986475 18.606547 0.65626
28164 5.0 3.732524 18.510883 0.658078
28165 6.0 4.562782 18.579939 0.657499
28166 8.0 4.242098 18.324616 0.664377
28167 11.0 4.512201 18.437353 0.666605
28168 5.0 4.66026 18.374633 0.666312
28169 6.0 4.275927 18.340884 0.664086
28170 10.0 4.13854 18.551951 0.659365
28171 5.0 4.458436 18.614669 0.657911
28172 8.0 4.374024 18.606494 0.659503
28173 8.0 4.17071 18.564658 0.65921
28174 5.0 4.742058 18.632839 0.661306
28175 6.0 4.478189 18.566927 0.658403
28176 5.0 4.475722 18.522269 0.657638
28177 8.0 4.034342 18.441037 0.659647
28178 6.0 4.81713 18.3549 0.659979
28179 4.0 4.060477 18.443259 0.656391
28180 5.0 3.616926 18.397994 0.657228
28181 5.0 3.860066 18.366768 0.656708
28182 5.0 5.055326 18.28163 0.659491
28183 2.0 4.553773 18.462602 0.659052
28184 5.0 3.805556 18.447438 0.658987
28185 6.0 4.579149 18.430115 0.660459
28186 6.0 4.005598 18.523754 0.661605
28187 9.0 4.375352 18.499911 0.660669
28188 4.0 3.6704 18.474398 0.657642
28189 7.0 3.489436 18.631903 0.658376
28190 5.0 3.914525 18.509183 0.662922
28191 7.0 3.870074 18.674579 0.656198
28192 6.0 4.157922 18.508814 0.659695
28193 4.0 4.060418 18.612098 0.659519
28194 3.0 3.825229 18.537391 0.662846
28195 5.0 4.082432 18.493151 0.661974
28196 5.0 3.315793 18.624085 0.657827
28197 6.0 3.235656 18.398269 0.661246
28198 5.0 3.415561 18.485459 0.661249
28199 7.0 4.063558 18.548437 0.659566
28200 8.0 3.340714 18.805576 0.655952
28201 6.0 3.765104 18.755191 0.65357
28202 6.0 3.814453 18.635849 0.658968
28203 3.0 3.763062 23.819469 0.261669
28204 5.0 3.330261 18.754073 0.655885
28205 4.0 3.790323 18.705482 0.65478
28206 4.0 3.548056 23.63032 0.260145
28207 6.0 3.69526 23.731829 0.260226
28208 7.0 4.027563 18.742948 0.652287
28209 6.0 3.566685 18.73114 0.651761
28210 5.0 4.023507 18.718548 0.651218
28211 9.0 3.395844 18.755586 0.64966
28212 5.0 3.377299 18.646978 0.650628
28213 5.0 4.129061 18.656253 0.652289
28214 7.0 4.235733 18.640291 0.650542
28215 6.0 3.687267 18.551813 0.652475
28216 6.0 3.685298 18.663104 0.650216
28217 7.0 4.057376 18.659043 0.651476
28218 7.0 4.176066 18.652542 0.650131
28219 7.0 4.117571 18.65295 0.651515
28220 8.0 4.001486 23.765303 0.258024
28221 9.0 4.385522 18.683823 0.6512
28222 7.0 4.32273 23.607343 0.26023
28223 6.0 4.007953 23.467568 0.261275
28224 7.0 4.11387 18.482024 0.650897
28225 8.0 3.944959 23.623767 0.258706
28226 5.0 3.943211 23.511231 0.260878
28227 7.0 3.370356 23.454689 0.258102
28228 5.0 3.612332 23.608033 0.256869
28229 6.0 3.476114 23.490796 0.257167
28230 7.0 3.203342 23.550292 0.256315
28231 5.0 4.039666 23.504622 0.260133
28232 6.0 3.658868 23.591651 0.259114
28233 5.0 3.359724 23.504057 0.256533
28234 5.0 3.922958 23.545821 0.257834
28235 9.0 4.580779 23.567647 0.257907
28236 8.0 4.020972 23.647348 0.257416
28237 8.0 4.007305 23.492227 0.256283
28238 4.0 4.076128 23.570462 0.256073
28239 4.0 3.769236 18.534053 0.654385
28240 10.0 3.751494 18.427881 0.65172
28241 8.0 3.873292 18.454029 0.650458
28242 7.0 3.764171 18.551615 0.654572
28243 7.0 4.343979 18.526159 0.653298
28244 9.0 4.768809 18.538589 0.653081
28245 7.0 4.366746 23.718265 0.254431
28246 7.0 4.486971 18.466824 0.654655
28247 6.0 3.888061 18.448692 0.652881
28248 10.0 4.621598 23.707392 0.258207
28249 5.0 3.5305 23.620255 0.2551
28250 5.0 4.520073 23.515658 0.256253
28251 6.0 4.221662 18.540807 0.64862
28252 7.0 4.488695 18.594793 0.649204
28253 4.0 4.188412 18.614776 0.646239
28254 5.0 4.175423 18.553763 0.647086
28255 8.0 4.416376 11.649285 0.64239
28256 8.0 4.198002 23.314236 0.258833
28257 5.0 4.429647 23.589942 0.258675
28258 6.0 3.350836 23.270372 0.257662
28259 5.0 4.018164 23.395585 0.257535
28260 6.0 4.138864 23.523753 0.259782
28261 10.0 3.674786 23.515709 0.258926
28262 8.0 4.316425 23.381365 0.256956
28263 10.0 3.539003 23.360231 0.257892
28264 7.0 4.227709 23.425541 0.257523
28265 6.0 3.885197 23.574066 0.257653
28266 4.0 3.295139 23.483381 0.254069
28267 7.0 3.901954 23.378372 0.258496
28268 8.0 3.694425 23.343231 0.256779
28269 7.0 3.756243 23.378842 0.2578
28270 6.0 4.365507 23.410152 0.256467
28271 9.0 3.854439 23.388829 0.258542
28272 6.0 3.623879 23.403515 0.256891
28273 7.0 3.37627 23.470584 0.256523
28274 6.0 3.300691 23.508734 0.257058
28275 5.0 3.804779 23.540314 0.259159
28276 6.0 3.19141 23.569792 0.260641
28277 3.0 3.614098 23.445717 0.26117
28278 5.0 3.437847 23.464765 0.259992
28279 9.0 4.264723 23.398341 0.259486
28280 7.0 4.059751 23.644474 0.26025
28281 6.0 3.402161 23.606899 0.25594
28282 3.0 3.651724 23.526475 0.259087
28283 8.0 3.268792 23.417767 0.258838
28284 6.0 3.932627 23.361989 0.257326
28285 7.0 3.148068 23.137728 0.259224
28286 7.0 3.375021 23.142677 0.260448
28287 13.0 3.314401 23.258042 0.260039
28288 7.0 3.496443 23.275187 0.259684
28289 9.0 3.637002 23.384673 0.263605
28290 7.0 3.051953 23.31501 0.260636
28291 11.0 3.784546 23.255243 0.263672
28292 8.0 3.512525 10.124157 0.630048
28293 8.0 4.021366 23.20557 0.259067
28294 6.0 2.953498 23.419816 0.257818
28295 6.0 3.648301 9.958396 0.634876
28296 11.0 4.246663 9.687821 0.644393
28297 8.0 3.627784 23.377351 0.261144
28298 9.0 3.563144 23.266804 0.261752
28299 9.0 4.204751 23.304939 0.26231
28300 4.0 4.277817 9.7329 0.637178
28301 5.0 4.190414 9.904494 0.642881
28302 7.0 4.416764 9.871655 0.63708
28303 7.0 4.243042 23.277111 0.256137
28304 8.0 3.957305 9.970901 0.63585
28305 7.0 4.303419 9.805614 0.647183
28306 7.0 3.905793 23.098543 0.259211
28307 10.0 3.931136 9.67252 0.64427
28308 8.0 3.320353 9.868067 0.63955
28309 6.0 3.445267 9.800931 0.643513
28310 6.0 3.776387 9.702912 0.648198
28311 7.0 3.428093 23.172955 0.2569
28312 6.0 3.859628 23.225943 0.257933
28313 7.0 4.519239 9.751484 0.642858
28314 6.0 4.263328 23.403131 0.258758
28315 4.0 4.26282 23.507006 0.252748
28316 7.0 3.528282 23.491048 0.253318
28317 6.0 3.507386 23.403097 0.256376
28318 9.0 4.409628 23.370549 0.25798
28319 5.0 4.081063 23.468494 0.257038
28320 7.0 4.076824 23.427249 0.253581
28321 7.0 4.657668 23.488243 0.258048
28322 6.0 3.797359 23.432967 0.254753
28323 7.0 4.106105 10.00824 0.633901
28324 6.0 3.947031 23.366946 0.254112
28325 4.0 3.521388 23.355117 0.259056
28326 6.0 3.731589 23.264409 0.257582
28327 6.0 3.554965 23.286707 0.257726
28328 6.0 3.582854 23.459147 0.259033
28329 6.0 4.286647 23.466718 0.25764
28330 5.0 4.22114 23.488195 0.256938
28331 4.0 4.329203 23.607932 0.255445
28332 5.0 4.085219 23.53907 0.256247
28333 3.0 4.85666 23.477572 0.258775
28334 4.0 3.614894 23.461491 0.258723
28335 8.0 3.575288 23.604723 0.256787
28336 7.0 3.731615 9.286599 0.147007
28337 6.0 3.617893 12.190794 0.430972
28338 4.0 3.612781 9.573855 0.643338
28339 5.0 3.70656 9.452409 0.649158
28340 5.0 4.073338 8.904471 0.156928
28341 3.0 3.493531 23.426551 0.259686
28342 7.0 3.360958 23.373003 0.263104
28343 5.0 3.444569 9.084044 0.157108
28344 6.0 3.925486 23.414877 0.263236
28345 7.0 3.896963 9.278037 0.656838
28346 4.0 3.84355 9.377802 0.658276
28347 6.0 3.665902 23.508606 0.265698
28348 4.0 3.508852 9.401109 0.652637
28349 4.0 3.485365 9.212033 0.656116
28350 4.0 4.03716 12.136427 0.446671
28351 3.0 3.244717 12.074512 0.449108
28352 5.0 4.176214 23.643468 0.263819
28353 1.0 3.920786 23.591466 0.264948
28354 6.0 3.852238 12.082302 0.459665
28355 6.0 3.169871 12.41028 0.448857
28356 2.0 3.504752 23.623796 0.264559
28357 3.0 3.429913 23.695842 0.26719
28358 6.0 3.201532 23.560902 0.266345
28359 5.0 3.644026 23.58251 0.26582
28360 6.0 3.606143 23.635629 0.26669
28361 6.0 3.663383 23.590333 0.269323
28362 4.0 3.588095 12.619868 0.436398
28363 4.0 3.733966 23.549812 0.26554
28364 6.0 3.951165 23.672492 0.264197
28365 5.0 3.721486 23.540447 0.263355
28366 6.0 4.007546 23.730762 0.263723
28367 5.0 4.200851 23.695877 0.26248
28368 5.0 3.87201 23.628293 0.263314
28369 3.0 3.775017 9.604042 0.646497
28370 6.0 3.51628 23.694009 0.263958
28371 4.0 3.162909 12.32502 0.451297
28372 4.0 3.632695 23.637799 0.259034
28373 4.0 3.648667 23.580933 0.259428
28374 4.0 3.036761 23.727761 0.258163
28375 5.0 4.016717 12.140652 0.451283
28376 4.0 3.604501 11.979333 0.457139
28377 6.0 3.782406 9.185797 0.15259
28378 6.0 2.892322 23.744099 0.255518
28379 4.0 4.027502 23.747645 0.258972
28380 2.0 4.068321 23.686965 0.26018
28381 4.0 3.967379 23.790293 0.262444
28382 6.0 3.910534 9.156225 0.15674
28383 5.0 3.941182 23.710591 0.261541
28384 5.0 4.106245 23.795773 0.260597
28385 5.0 3.69369 12.032565 0.458795
28386 6.0 3.480228 12.175518 0.454741
28387 4.0 3.487647 9.267586 0.149389
28388 4.0 3.339546 12.244358 0.450044
28389 6.0 3.871038 23.732595 0.258536
28390 3.0 4.211939 12.402864 0.451761
28391 5.0 4.147026 12.295412 0.445258
28392 5.0 3.549945 12.178882 0.447981
28393 5.0 3.890563 8.946394 0.150062
28394 7.0 3.982049 8.718442 0.159599
28395 5.0 3.387495 8.990593 0.144311
28396 6.0 4.605818 12.421484 0.436658
28397 6.0 3.819163 12.263326 0.440312
28398 6.0 3.946639 9.082273 0.153826
28399 5.0 4.248557 9.228992 0.150509
28400 6.0 2.958521 12.187063 0.45262
28401 7.0 3.22684 12.100779 0.453014
28402 5.0 3.184138 11.951443 0.459067
28403 5.0 2.912156 12.321206 0.445983
28404 5.0 3.812581 12.113936 0.45517
28405 4.0 3.053049 12.17471 0.451307
28406 4.0 3.599014 12.08417 0.458635
28407 5.0 3.463571 11.903564 0.45913
28408 6.0 3.370991 11.851347 0.45992
28409 5.0 3.658557 9.264657 0.150641
28410 7.0 4.237937 11.897051 0.453591
28411 8.0 3.777973 12.135959 0.44962
28412 7.0 3.707619 23.616432 0.257886
28413 4.0 3.810419 12.074347 0.449685
28414 6.0 3.90981 23.574427 0.252697
28415 7.0 4.15211 23.443149 0.255882
28416 7.0 4.184466 9.251569 0.650008
28417 5.0 3.728447 11.937386 0.448045
28418 7.0 3.917958 11.811272 0.460599
28419 6.0 3.375532 11.836351 0.453722
28420 7.0 3.485349 11.874505 0.459891
28421 4.0 3.964838 23.735794 0.257742
28422 4.0 3.514059 11.688865 0.466498
28423 3.0 3.427658 11.816429 0.461744
28424 5.0 3.993151 11.86812 0.464873
28425 4.0 4.500505 11.704358 0.466466
28426 7.0 4.036182 11.809775 0.458572
28427 7.0 4.376883 11.759824 0.459319
28428 8.0 3.868244 11.80657 0.447357
28429 5.0 3.404932 23.434117 0.256973
28430 8.0 4.120086 11.832072 0.453913
28431 5.0 3.982999 11.813929 0.453099
28432 8.0 4.715947 11.958713 0.455443
28433 6.0 3.771335 11.809437 0.458783
28434 6.0 3.301482 23.640099 0.26097
28435 5.0 4.386787 11.759851 0.452902
28436 7.0 3.944158 23.564974 0.254195
28437 6.0 4.556221 23.534839 0.257321
28438 6.0 4.340679 23.535134 0.255982
28439 5.0 3.814949 11.993741 0.45362
28440 7.0 4.021692 12.056934 0.453341
28441 7.0 4.160017 23.592639 0.257426
28442 8.0 4.068101 23.584451 0.254259
28443 6.0 3.575516 23.670219 0.252234
28444 7.0 3.433923 23.81188 0.255268
28445 8.0 3.691473 12.086616 0.447603
28446 6.0 3.169183 9.142721 0.153227
28447 8.0 2.955504 12.014093 0.455969
28448 10.0 3.605725 11.868926 0.45973
28449 5.0 3.029965 11.783205 0.465675
28450 5.0 3.671544 11.813581 0.469971
28451 6.0 4.105214 11.740496 0.470677
28452 5.0 3.175053 11.848455 0.462473
28453 6.0 4.112048 9.155592 0.151926
28454 9.0 3.647927 9.048197 0.148196
28455 11.0 4.032528 11.87424 0.45743
28456 7.0 3.712719 11.706186 0.465416
28457 7.0 3.874729 11.685368 0.4681
28458 5.0 3.745346 9.159205 0.148724
28459 5.0 3.326966 9.347849 0.161111
28460 7.0 4.068973 9.341282 0.156188
28461 6.0 3.898645 9.299817 0.152893
28462 6.0 3.194758 9.100021 0.149995
28463 5.0 4.111095 11.378571 0.475667
28464 7.0 4.112219 9.221041 0.147969
28465 8.0 3.601337 11.534666 0.476737
28466 7.0 4.216152 11.753068 0.466235
28467 8.0 3.411311 9.504054 0.148864
28468 5.0 3.803876 11.574504 0.471016
28469 7.0 3.392778 11.583234 0.472442
28470 8.0 3.459765 11.352453 0.481083
28471 6.0 4.050463 11.481059 0.476332
28472 8.0 3.873136 11.664101 0.469367
28473 6.0 3.644307 9.422705 0.157364
28474 9.0 4.645724 9.220046 0.153844
28475 9.0 3.774196 11.615824 0.473114
28476 9.0 3.817325 11.705711 0.465477
28477 9.0 4.535506 9.25875 0.155964
28478 8.0 3.832377 11.890135 0.450977
28479 10.0 4.133123 9.147627 0.155796
28480 11.0 3.621564 11.675373 0.460696
28481 7.0 3.764308 9.180271 0.148452
28482 10.0 3.773116 11.471444 0.464336
28483 8.0 3.592846 11.370148 0.471102
28484 8.0 3.791283 9.176299 0.153489
28485 12.0 3.948766 9.13641 0.144488
28486 10.0 4.150279 11.80454 0.459013
28487 6.0 3.465393 11.629165 0.471337
28488 8.0 4.060241 11.74399 0.477088
28489 8.0 3.56031 11.810846 0.467621
28490 9.0 3.911191 11.785846 0.47369
28491 8.0 3.690302 11.816921 0.465749
28492 10.0 3.718619 11.750362 0.478293
28493 9.0 3.579017 9.065688 0.150297
28494 10.0 3.420563 8.873714 0.145553
28495 10.0 3.720977 11.962508 0.468266
28496 9.0 3.939474 11.955218 0.464532
28497 8.0 3.280427 12.051299 0.460914
28498 7.0 3.068097 23.660637 0.264005
28499 7.0 3.584554 11.908989 0.463651
28500 8.0 3.846284 11.87162 0.46226
28501 8.0 3.137939 11.756164 0.469576
28502 10.0 3.753958 11.751689 0.463796
28503 7.0 3.516663 11.563208 0.474047
28504 10.0 3.553477 9.224515 0.148133
28505 6.0 3.205344 11.831528 0.468755
28506 7.0 2.935343 9.222989 0.150297
28507 4.0 3.486169 11.886637 0.458893
28508 8.0 3.546048 23.666475 0.259639
28509 8.0 3.390725 9.114565 0.147053
28510 9.0 3.89339 11.985679 0.453442
28511 8.0 2.980296 23.75891 0.256143
28512 7.0 2.805831 9.538389 0.641028
28513 9.0 3.037214 9.354907 0.643673
28514 6.0 3.771472 9.398713 0.645336
28515 7.0 3.719578 9.494604 0.640307
28516 7.0 3.235568 9.36573 0.639861
28517 5.0 3.167228 9.254308 0.642042
28518 6.0 3.256887 23.666994 0.252103
28519 10.0 3.883023 9.402617 0.639263
28520 8.0 3.518518 23.497846 0.254374
28521 8.0 3.348369 9.370941 0.645052
28522 5.0 3.233227 9.243527 0.651103
28523 5.0 3.811952 9.361216 0.649318
28524 6.0 3.896837 9.368536 0.152653
28525 4.0 3.205716 11.958607 0.446695
28526 4.0 2.89554 11.878654 0.446748
28527 8.0 3.294097 12.050597 0.445391
28528 6.0 3.386859 12.114335 0.445744
28529 7.0 3.029771 9.23517 0.648282
28530 6.0 3.652493 9.45123 0.642044
28531 7.0 3.418522 9.188912 0.651356
28532 8.0 3.591532 9.246232 0.652021
28533 8.0 3.763416 9.193647 0.153767
28534 12.0 3.501126 9.008589 0.154948
28535 8.0 3.326811 11.996686 0.449269
28536 7.0 3.443957 9.065617 0.153348
28537 7.0 3.291967 11.863105 0.441036
28538 5.0 3.198697 9.244563 0.142802
28539 9.0 3.438421 11.868453 0.454474
28540 8.0 3.285996 12.016906 0.446096
28541 8.0 3.561128 23.604159 0.256433
28542 8.0 3.256642 12.241274 0.443506
28543 10.0 3.784681 23.652086 0.260068
28544 7.0 3.849385 9.488611 0.641178
28545 5.0 3.827663 23.604551 0.25854
28546 8.0 4.619261 9.428139 0.64686
28547 7.0 4.839636 23.642817 0.258626
28548 8.0 4.757948 23.728549 0.260118
28549 9.0 3.82121 9.530258 0.152033
28550 10.0 3.615662 12.229793 0.446421
28551 8.0 3.641758 9.138855 0.150388
28552 7.0 3.93352 9.151663 0.152929
28553 7.0 3.851356 11.997632 0.460634
28554 5.0 3.801627 9.280832 0.15117
28555 7.0 3.685471 9.026006 0.147711
28556 8.0 4.209406 12.218466 0.452385
28557 8.0 4.172915 12.192351 0.458591
28558 6.0 3.831001 23.693903 0.263029
28559 6.0 4.048141 9.382326 0.645933
28560 8.0 3.493987 9.509869 0.642044
28561 5.0 4.150456 23.800655 0.260554
28562 8.0 3.301358 9.476487 0.644685
28563 5.0 3.580053 23.833459 0.260629
28564 7.0 3.694212 9.369372 0.14243
28565 7.0 3.458869 9.309854 0.142273
28566 8.0 3.472946 12.020895 0.453837
28567 7.0 4.035266 12.143578 0.447227
28568 6.0 3.562205 11.957065 0.451106
28569 9.0 3.984263 23.745906 0.259119
28570 7.0 3.752409 23.795539 0.258492
28571 6.0 3.867096 23.806585 0.256294
28572 7.0 3.705242 23.841317 0.255098
28573 9.0 3.777719 23.797616 0.258519
28574 9.0 2.922622 23.830615 0.256767
28575 8.0 3.2789 23.83899 0.259462
28576 9.0 4.196432 23.828436 0.25959
28577 9.0 3.910955 23.646914 0.261533
28578 8.0 4.099215 23.776696 0.259592
28579 6.0 4.252909 18.640554 0.657425
28580 7.0 3.567836 23.746478 0.259677
28581 7.0 3.694974 23.847671 0.257232
28582 7.0 3.903869 23.928363 0.257551
28583 5.0 3.552226 23.869734 0.258082
28584 7.0 3.487312 18.526105 0.664492
28585 6.0 3.57741 18.660697 0.661085
28586 8.0 3.405114 18.468622 0.663163
28587 9.0 3.759082 18.366147 0.661232
28588 7.0 3.884681 18.487209 0.661302
28589 5.0 4.15756 18.419306 0.663216
28590 7.0 3.999045 18.597631 0.66353
28591 9.0 4.058472 23.864817 0.259837
28592 11.0 4.040037 18.365475 0.66687
28593 5.0 3.984262 18.18416 0.668932
28594 7.0 3.401849 18.275711 0.668003
28595 6.0 4.035363 18.096706 0.67239
28596 6.0 3.632925 18.280175 0.667815
28597 6.0 3.583638 18.358719 0.663998
28598 6.0 3.71483 18.251625 0.665465
28599 7.0 3.408031 18.413145 0.660886
28600 8.0 4.035687 18.520468 0.663843
28601 9.0 3.684001 18.404232 0.665107
28602 5.0 4.166785 18.299965 0.664066
28603 4.0 4.055503 18.400522 0.663744
28604 7.0 4.343363 18.426331 0.66568
28605 5.0 3.549031 18.564104 0.664702
28606 2.0 3.777399 18.497207 0.664236
28607 7.0 4.627535 18.430647 0.665851
28608 5.0 3.770313 18.413451 0.665954
28609 6.0 3.527256 18.279386 0.664863
28610 5.0 3.877839 18.334711 0.66448
28611 6.0 4.090092 18.506809 0.662776
28612 7.0 3.303036 18.437882 0.666109
28613 5.0 3.988124 18.480507 0.663465
28614 6.0 3.909812 18.411924 0.666661
28615 5.0 3.981491 18.609805 0.663598
28616 4.0 4.499398 18.566269 0.665195
28617 4.0 3.837007 18.692447 0.661556
28618 5.0 3.612818 18.548925 0.666883
28619 5.0 4.273533 18.50303 0.665873
28620 4.0 3.902766 18.495044 0.664851
28621 8.0 3.107866 18.481986 0.664366
28622 4.0 3.249073 18.488841 0.665308
28623 6.0 3.748078 18.467522 0.66361
28624 6.0 4.172918 18.469503 0.662086
28625 4.0 3.440211 18.377073 0.663228
28626 5.0 3.777938 18.475134 0.659697
28627 5.0 3.828117 18.463776 0.660946
28628 6.0 4.540854 18.461011 0.661205
28629 5.0 3.558723 18.512666 0.658847
28630 5.0 3.907213 18.457162 0.661937
28631 5.0 4.199737 18.388581 0.663181
28632 7.0 4.086916 18.383939 0.660152
28633 6.0 3.498581 18.438382 0.659258
28634 5.0 3.684533 18.483845 0.658626
28635 6.0 3.632671 18.377798 0.658479
28636 7.0 3.864927 18.499158 0.657341
28637 5.0 3.19019 18.539118 0.658417
28638 5.0 3.02075 18.545358 0.657046
28639 6.0 3.148276 18.377506 0.658888
28640 5.0 3.504831 18.502931 0.657143
28641 5.0 3.640242 18.340877 0.661267
28642 4.0 3.642528 18.347781 0.661379
28643 8.0 3.431603 18.235354 0.662038
28644 5.0 3.645633 23.818058 0.250015
28645 6.0 2.962711 23.656671 0.252201
28646 6.0 3.551663 18.238329 0.662307
28647 6.0 3.802567 18.211286 0.66194
28648 6.0 3.436094 18.284146 0.660954
28649 7.0 3.401757 18.284648 0.660382
28650 7.0 4.060854 18.28015 0.662849
28651 11.0 3.765562 18.0956 0.67055
28652 8.0 3.391604 18.253491 0.667419
28653 4.0 3.620436 18.185695 0.670885
28654 5.0 3.321925 18.278192 0.665246
28655 5.0 3.451454 18.323367 0.665959
28656 4.0 3.457355 18.415505 0.663517
28657 5.0 3.800927 18.43378 0.665661
28658 5.0 2.920078 18.45931 0.665578
28659 6.0 3.729971 18.366226 0.667291
28660 6.0 4.342172 18.337204 0.668718
28661 6.0 3.321591 18.379003 0.667252
28662 6.0 4.158633 18.369776 0.666795
28663 5.0 3.53271 18.474557 0.664306
28664 7.0 3.273489 18.440049 0.667157
28665 6.0 3.733539 18.370139 0.66878
28666 5.0 3.605592 18.404141 0.66643
28667 8.0 4.236051 18.436485 0.665378
28668 7.0 3.509649 18.403695 0.667146
28669 7.0 3.604734 18.38763 0.669194
28670 8.0 3.49765 18.420799 0.670445
