f si sl ac k2
27476 9.0 4.634925 7.07828 0.825058
27477 6.0 4.510771 7.222424 0.827128
27478 7.0 4.084204 6.437389 0.873974
27479 8.0 4.005137 18.164939 0.698733
27480 10.0 4.398374 7.359381 0.825318
27481 7.0 4.433533 7.596054 0.822452
27482 4.0 4.187631 6.768557 0.870865
27483 6.0 4.05804 21.797966 0.553662
27484 8.0 4.299484 7.455343 0.820438
27485 9.0 4.303944 7.597074 0.819104
27486 9.0 3.372224 7.403359 0.822198
27487 8.0 4.222384 7.665665 0.822919
27488 7.0 4.124127 7.300501 0.826867
27489 5.0 4.710884 7.32056 0.824202
27490 8.0 5.384292 7.43425 0.825711
27491 6.0 4.605425 7.468392 0.82312
27492 3.0 4.252949 7.381463 0.824729
27493 3.0 3.933229 21.773379 0.552671
27494 6.0 4.066788 21.65778 0.555803
27495 10.0 4.016917 7.485716 0.824948
27496 3.0 4.258042 7.36918 0.821809
27497 5.0 3.746806 7.503436 0.82242
27498 5.0 4.005732 7.562199 0.825338
27499 6.0 4.444662 7.576645 0.822702
27500 6.0 4.318256 21.554426 0.555258
27501 7.0 4.324087 7.436537 0.824056
27502 6.0 3.793791 7.475716 0.819277
27503 6.0 3.66168 7.610287 0.817233
27504 6.0 3.659015 7.78844 0.81842
27505 8.0 4.005059 18.356608 0.689508
27506 5.0 4.074261 18.354997 0.689329
27507 6.0 4.317666 18.291225 0.688863
27508 9.0 3.57994 18.169911 0.692176
27509 6.0 4.017818 18.163421 0.693809
27510 5.0 3.637825 21.79228 0.548351
27511 8.0 3.928692 18.176067 0.69235
27512 4.0 4.960557 18.183416 0.694284
27513 4.0 3.645009 18.223051 0.691638
27514 4.0 4.213944 18.120189 0.690869
27515 3.0 4.13573 18.047963 0.693775
27516 5.0 3.536139 18.165624 0.692291
27517 7.0 3.789789 18.045984 0.696258
27518 4.0 4.060769 18.183923 0.691867
27519 8.0 4.335032 18.113601 0.694199
27520 4.0 3.822557 18.261497 0.693515
27521 5.0 4.121668 18.318182 0.689996
27522 7.0 3.954343 18.347697 0.691647
27523 6.0 4.178073 18.25084 0.692073
27524 6.0 4.130714 18.275129 0.691348
27525 7.0 4.120914 18.079946 0.695231
27526 6.0 3.60115 18.19374 0.69245
27527 5.0 4.737816 18.214962 0.695125
27528 7.0 3.865145 21.827136 0.551921
27529 5.0 3.436996 21.720418 0.553397
27530 5.0 3.6962 18.143349 0.698738
27531 4.0 3.712737 18.123736 0.696032
27532 4.0 3.993504 17.911814 0.69786
27533 3.0 3.962954 17.964111 0.697726
27534 5.0 3.50396 17.942904 0.701447
27535 3.0 4.434652 17.989203 0.701485
27536 3.0 3.655979 18.016828 0.700152
27537 3.0 3.857728 21.623775 0.557173
27538 4.0 3.961129 17.958336 0.701693
27539 5.0 4.318553 21.624363 0.553762
27540 5.0 3.993096 21.716287 0.55373
27541 4.0 3.500116 18.160735 0.697557
27542 4.0 3.645948 18.100205 0.696674
27543 4.0 4.084295 21.758805 0.551305
27544 6.0 4.069097 18.053492 0.696598
27545 3.0 3.781471 18.132417 0.696641
27546 6.0 4.285353 18.023581 0.700334
27547 3.0 3.697203 18.178677 0.697969
27548 4.0 4.146637 18.088003 0.69967
27549 5.0 3.951737 18.090833 0.700234
27550 3.0 3.702695 18.286897 0.697519
27551 3.0 4.113795 18.055509 0.702923
27552 6.0 3.754307 18.09115 0.700313
27553 6.0 4.467658 18.217992 0.698513
27554 6.0 4.460978 18.209512 0.697505
27555 3.0 3.904853 17.977559 0.701137
27556 4.0 3.610956 18.180647 0.697986
27557 5.0 3.90038 18.087813 0.701865
27558 4.0 3.738403 18.030778 0.703593
27559 5.0 3.19902 18.111733 0.702663
27560 5.0 3.062172 18.195451 0.699012
27561 3.0 3.762452 18.103266 0.701751
27562 4.0 3.728328 18.07507 0.699746
27563 6.0 3.583115 18.107032 0.698923
27564 4.0 4.648495 18.238985 0.698792
27565 5.0 3.358047 18.236058 0.699
27566 4.0 3.813381 18.145819 0.698542
27567 3.0 3.206525 18.101708 0.698704
27568 2.0 3.271953 18.202894 0.695234
27569 3.0 3.208206 18.197538 0.693162
27570 4.0 4.198892 18.150134 0.695346
27571 4.0 3.706967 18.200954 0.693267
27572 5.0 3.692139 18.197255 0.6931
27573 3.0 3.340529 18.273722 0.694253
27574 5.0 3.468265 18.185109 0.695282
27575 2.0 3.24614 18.337549 0.691924
27576 5.0 3.213284 18.30718 0.694637
27577 3.0 3.315336 18.339823 0.694192
27578 2.0 3.478188 18.126818 0.697144
27579 4.0 3.302326 18.211713 0.692665
27580 4.0 3.513683 18.385417 0.689773
27581 1.0 4.072633 18.495983 0.689151
27582 5.0 4.168915 18.476948 0.691194
27583 2.0 4.150708 18.446981 0.69231
27584 4.0 4.992416 18.348003 0.695997
27585 5.0 4.023139 18.342028 0.693819
27586 3.0 3.897665 18.390246 0.695521
27587 4.0 4.209029 18.385567 0.694405
27588 7.0 3.859009 18.372932 0.692752
27589 7.0 3.858726 18.413947 0.693125
27590 7.0 3.820313 18.432337 0.694079
27591 7.0 4.569945 18.448795 0.689775
27592 8.0 3.723132 18.602651 0.688242
27593 9.0 4.442107 18.535402 0.690059
27594 7.0 4.091831 18.417198 0.692774
27595 8.0 4.618008 18.568273 0.688034
27596 4.0 3.92766 18.488818 0.691584
27597 8.0 4.255388 18.435944 0.691589
27598 6.0 4.508393 18.654533 0.6877
27599 6.0 4.348887 18.647439 0.686984
27600 5.0 3.431741 18.785502 0.682754
27601 7.0 4.012516 18.808264 0.683651
27602 9.0 4.001727 18.582849 0.687238
27603 7.0 3.749184 18.747372 0.681676
27604 8.0 4.239577 18.72145 0.6814
27605 6.0 4.273867 18.717099 0.682815
27606 7.0 3.543975 18.878802 0.678527
27607 5.0 3.802811 18.745353 0.683295
27608 5.0 3.225765 18.909411 0.681049
27609 8.0 4.073563 18.83744 0.678526
27610 6.0 4.021507 18.813098 0.681399
27611 6.0 3.316668 18.796942 0.681508
27612 6.0 3.710047 18.803663 0.681412
27613 6.0 3.783923 18.896409 0.681771
27614 9.0 3.681822 18.685131 0.684903
27615 6.0 3.256937 18.833335 0.682462
27616 5.0 3.589547 18.860015 0.683159
27617 7.0 3.531005 18.782501 0.682645
27618 5.0 3.667966 18.777293 0.684103
27619 6.0 3.006723 18.794942 0.683815
27620 3.0 3.608894 18.847305 0.681584
27621 4.0 3.52723 18.73819 0.684611
27622 7.0 3.686626 18.652709 0.687413
27623 5.0 3.66258 18.61983 0.689649
27624 4.0 4.24388 18.69406 0.687283
27625 6.0 3.588173 18.590189 0.690812
27626 5.0 4.204428 18.477279 0.690785
27627 7.0 4.664335 18.679371 0.686227
27628 9.0 4.673985 18.604554 0.686707
27629 6.0 4.00131 18.565996 0.685746
27630 5.0 4.101335 18.636192 0.685966
27631 5.0 4.536718 18.747429 0.682651
27632 4.0 4.029884 18.726545 0.681967
27633 7.0 4.286577 18.789177 0.683938
27634 9.0 4.212849 18.720998 0.68478
27635 4.0 4.741123 18.786037 0.680363
27636 6.0 4.12823 18.856495 0.681943
27637 5.0 3.656124 14.278655 0.738358
27638 4.0 4.163497 14.305044 0.735585
27639 8.0 3.051372 18.5842 0.687717
27640 6.0 3.147317 18.77951 0.682263
27641 6.0 4.299298 18.741335 0.681605
27642 9.0 3.704236 18.844165 0.681718
27643 3.0 3.32767 18.730658 0.683512
27644 4.0 4.347405 18.883075 0.680507
27645 6.0 3.390679 14.144625 0.73828
27646 7.0 4.285903 18.762576 0.687062
27647 4.0 4.503475 18.75543 0.686072
27648 6.0 3.889898 18.591907 0.689244
27649 6.0 3.561928 18.805218 0.688062
27650 7.0 4.367358 18.865212 0.685575
27651 8.0 3.509916 18.841819 0.685499
27652 6.0 3.91055 18.747031 0.686947
27653 8.0 3.355229 18.771097 0.685399
27654 9.0 3.988121 18.678625 0.689393
27655 10.0 3.543112 18.736019 0.687215
27656 10.0 3.857944 18.725037 0.688481
27657 6.0 4.207377 18.780388 0.688964
27658 7.0 4.059372 18.828367 0.688551
27659 6.0 4.07945 18.774964 0.688952
27660 7.0 4.010372 18.885031 0.684862
27661 7.0 4.130911 18.824196 0.683982
27662 7.0 3.934872 18.763838 0.685871
27663 5.0 3.627753 18.815724 0.687587
27664 6.0 3.702744 18.746739 0.688502
27665 5.0 3.52701 18.792634 0.684837
27666 7.0 3.77424 18.673183 0.69045
27667 11.0 3.625004 18.738124 0.686834
27668 9.0 4.104146 18.960715 0.684111
27669 8.0 4.095419 18.666762 0.689148
27670 6.0 3.163299 18.701865 0.688069
27671 6.0 3.155789 18.655576 0.688223
27672 5.0 3.862762 18.730182 0.688329
27673 7.0 4.383524 18.635086 0.689202
27674 8.0 3.613492 18.553782 0.692272
27675 7.0 4.139052 18.663896 0.688869
27676 10.0 3.689632 18.574777 0.690284
27677 6.0 3.122429 18.711925 0.688688
27678 9.0 3.215476 18.683721 0.688272
27679 9.0 3.728116 18.477564 0.691467
27680 7.0 3.669335 18.430942 0.693351
27681 9.0 4.377908 18.451432 0.691485
27682 6.0 3.943857 18.302606 0.695221
27683 10.0 3.19736 18.456135 0.692329
27684 9.0 4.046203 18.354695 0.694693
27685 11.0 3.834281 18.612899 0.687208
27686 10.0 4.838213 18.598547 0.687321
27687 11.0 4.123675 18.586359 0.689525
27688 8.0 4.051541 18.773394 0.685286
27689 11.0 3.949815 18.692561 0.686742
27690 10.0 4.044727 18.694492 0.688262
27691 10.0 4.420522 18.842362 0.686769
27692 11.0 4.067302 18.834333 0.690095
27693 9.0 3.95882 18.937778 0.686551
27694 8.0 4.277824 18.800012 0.689054
27695 10.0 4.249145 18.75407 0.687526
27696 10.0 4.411874 18.809803 0.688284
27697 7.0 4.867418 18.74605 0.689509
27698 7.0 3.545495 18.757871 0.688245
27699 7.0 3.975488 18.765474 0.68899
27700 8.0 4.645772 18.759933 0.690328
27701 8.0 4.178647 18.845985 0.689436
27702 6.0 3.866219 18.959769 0.686761
27703 8.0 4.689123 18.806094 0.685227
27704 9.0 3.520657 18.811636 0.685153
27705 8.0 3.987393 18.917885 0.682394
27706 6.0 3.7251 18.75294 0.687191
27707 7.0 3.162984 18.770073 0.686213
27708 5.0 3.72284 18.775738 0.68612
27709 6.0 3.741993 18.713592 0.688701
27710 8.0 4.497545 18.722793 0.687071
27711 9.0 4.755189 18.822494 0.686799
27712 8.0 3.989132 18.716363 0.687587
27713 8.0 3.808337 18.57382 0.688155
27714 6.0 3.529457 18.592913 0.688159
27715 8.0 3.928289 18.798496 0.681958
27716 9.0 4.252073 18.782638 0.679054
27717 8.0 4.466237 18.899177 0.678641
27718 10.0 3.837435 18.777531 0.679284
27719 6.0 4.098812 18.709548 0.677159
27720 10.0 4.21604 18.84649 0.674059
27721 6.0 4.061374 18.873893 0.674192
27722 8.0 3.321397 18.883514 0.672969
27723 9.0 2.959021 18.927236 0.67187
27724 6.0 3.910094 18.879608 0.673969
27725 7.0 4.212692 18.885012 0.672404
27726 8.0 3.881032 18.915521 0.673088
27727 7.0 4.35061 18.877351 0.674813
27728 6.0 3.671712 18.788752 0.675698
27729 4.0 4.121689 18.895173 0.673814
27730 5.0 4.431785 18.875131 0.674655
27731 8.0 3.95856 18.976083 0.673496
27732 6.0 4.323679 18.861598 0.673694
27733 5.0 4.060599 18.864738 0.675931
27734 5.0 3.619597 18.873292 0.677215
27735 4.0 3.912315 18.78075 0.678392
27736 8.0 3.536664 18.777564 0.675878
27737 8.0 4.087287 18.843028 0.675901
27738 6.0 3.506928 18.738124 0.675989
27739 5.0 3.453754 18.715227 0.676362
27740 7.0 3.961708 18.705956 0.679714
27741 5.0 3.460895 18.673389 0.67935
27742 5.0 3.059541 18.63196 0.682005
27743 4.0 3.827401 18.667162 0.678317
27744 5.0 3.442487 18.73771 0.676319
27745 7.0 3.879732 18.632039 0.68126
27746 6.0 3.661372 18.572652 0.682408
27747 6.0 4.632387 18.66587 0.679468
27748 7.0 4.316847 18.592183 0.680965
27749 6.0 3.715149 18.553136 0.680881
27750 7.0 4.057662 18.483336 0.683321
27751 5.0 3.975846 18.544107 0.681831
27752 6.0 3.329116 18.50127 0.681102
27753 6.0 3.530968 18.488185 0.682077
27754 6.0 3.473235 18.662648 0.678191
27755 6.0 4.26446 18.54775 0.678436
27756 7.0 3.887441 18.622916 0.679826
27757 9.0 3.894245 18.649888 0.676957
27758 7.0 4.274803 18.537792 0.678727
27759 9.0 4.082866 18.390697 0.680612
27760 7.0 4.001453 18.426228 0.678487
27761 6.0 4.120272 18.505747 0.677058
27762 8.0 3.808323 18.768192 0.670299
27763 8.0 3.007094 18.569028 0.676116
27764 9.0 4.19482 18.517736 0.673744
27765 8.0 4.351137 18.589019 0.674325
27766 7.0 4.535256 18.559824 0.67702
27767 9.0 3.599475 18.704578 0.675096
27768 6.0 3.732318 18.593098 0.677754
27769 6.0 3.894537 18.695973 0.674444
27770 9.0 4.719166 18.735841 0.673812
27771 9.0 3.5789 18.76126 0.674903
27772 9.0 3.820612 18.910011 0.673138
27773 6.0 4.049221 18.917925 0.672078
27774 7.0 3.530513 18.878239 0.672666
27775 9.0 4.024606 18.811502 0.671602
27776 5.0 4.498189 18.906671 0.665763
27777 7.0 3.479206 18.922307 0.66719
27778 7.0 3.507802 18.83274 0.671779
27779 7.0 2.995719 18.831609 0.669814
27780 7.0 3.603418 18.838219 0.670231
27781 7.0 3.211858 18.774969 0.6745
27782 9.0 3.736616 18.66862 0.676111
27783 6.0 3.592454 18.66261 0.677137
27784 12.0 3.396699 18.731438 0.676805
27785 9.0 3.108803 18.700979 0.676811
27786 10.0 3.424809 18.747635 0.674265
27787 10.0 4.081224 18.564605 0.677411
27788 10.0 3.495946 18.613815 0.676446
27789 7.0 3.235654 18.635328 0.6771
27790 8.0 3.892782 18.846879 0.672773
27791 7.0 3.697218 18.819236 0.673487
27792 9.0 3.74101 18.769603 0.673725
27793 9.0 3.773565 18.699748 0.677079
27794 11.0 4.255287 18.880268 0.671067
27795 9.0 3.578041 18.769212 0.672971
27796 10.0 4.249647 18.907049 0.669829
27797 7.0 3.514378 18.696926 0.673896
27798 7.0 3.518888 18.86096 0.671961
27799 7.0 3.498959 13.277934 0.767994
27800 10.0 4.328871 18.894691 0.670497
27801 9.0 3.749108 18.885431 0.670178
27802 8.0 4.126339 18.679836 0.674529
27803 8.0 3.616518 18.63954 0.672829
27804 9.0 3.640099 18.817722 0.669484
27805 8.0 3.852856 18.639855 0.672141
27806 9.0 4.238759 18.780352 0.671168
27807 9.0 4.108819 18.741861 0.671398
27808 7.0 3.853384 18.695952 0.673501
27809 4.0 4.699823 18.736298 0.675969
27810 6.0 4.120089 12.983482 0.778737
27811 7.0 3.916619 12.902256 0.779323
27812 8.0 3.357054 12.699148 0.785157
27813 6.0 3.825258 12.610177 0.786082
27814 9.0 3.611425 12.74531 0.778885
27815 9.0 4.227639 12.574425 0.786811
27816 7.0 3.706979 12.381027 0.790125
27817 8.0 4.134037 12.257387 0.793584
27818 8.0 3.949172 12.378608 0.792106
27819 10.0 3.9164 12.458847 0.79187
27820 8.0 3.736528 12.450634 0.793608
27821 9.0 4.345911 12.650814 0.790559
27822 10.0 4.391553 12.667665 0.791994
27823 9.0 3.632151 12.755849 0.78985
27824 8.0 4.630183 12.706101 0.79051
27825 11.0 4.537564 12.617356 0.791721
27826 6.0 4.890441 12.55577 0.793756
27827 10.0 3.963591 18.711327 0.683935
27828 6.0 4.102885 18.636881 0.685024
27829 10.0 3.65979 12.62387 0.788556
27830 10.0 3.750855 18.809865 0.678417
27831 8.0 3.541299 12.630598 0.787274
27832 6.0 4.058757 18.682266 0.679104
27833 9.0 3.352696 18.716051 0.679304
27834 9.0 3.472034 12.716616 0.783161
27835 9.0 4.189432 18.654258 0.677363
27836 10.0 3.804574 18.795649 0.677149
27837 8.0 4.342933 18.795382 0.674341
27838 10.0 3.202575 18.770881 0.672924
27839 9.0 3.533596 18.873493 0.67428
27840 9.0 3.811582 12.825011 0.784702
27841 9.0 4.036447 18.870652 0.675109
27842 7.0 4.326619 18.747291 0.677071
27843 7.0 4.374343 18.838876 0.672184
27844 8.0 4.488431 18.697109 0.673744
27845 9.0 3.926673 12.62035 0.782995
27846 5.0 3.933471 12.810369 0.777746
27847 4.0 3.413695 18.706604 0.671639
27848 7.0 3.267374 18.72957 0.672506
27849 8.0 3.569856 18.644697 0.674093
27850 6.0 4.374259 18.771663 0.672559
27851 7.0 4.32886 18.716118 0.675756
27852 10.0 4.110758 12.933879 0.77734
27853 11.0 3.909219 18.797596 0.670667
27854 10.0 4.568757 12.715538 0.780739
27855 8.0 4.394955 12.690722 0.778182
27856 7.0 3.892733 12.648252 0.779807
27857 11.0 4.018229 12.674631 0.777734
27858 7.0 4.342023 12.556847 0.77755
27859 10.0 2.933388 18.61986 0.670109
27860 11.0 3.643527 18.724041 0.671057
27861 10.0 3.650466 18.732196 0.670605
27862 6.0 3.756368 18.724691 0.670899
27863 8.0 4.0965 18.742129 0.66671
27864 8.0 3.899481 12.722385 0.776611
27865 9.0 3.715318 12.684186 0.777045
27866 6.0 4.04016 18.586739 0.671475
27867 8.0 4.082885 18.748845 0.66967
27868 9.0 4.281594 18.760024 0.668932
27869 10.0 4.58647 18.870051 0.667085
27870 7.0 4.167122 12.095471 0.461336
27871 5.0 3.777611 12.657358 0.777076
27872 7.0 4.798789 12.617559 0.77864
27873 5.0 4.353332 18.774747 0.667017
27874 7.0 3.732443 11.992064 0.472906
27875 7.0 3.739287 18.582575 0.672605
27876 9.0 3.807157 11.840256 0.464374
27877 6.0 4.378819 11.89058 0.466564
27878 9.0 4.341519 11.907822 0.466422
27879 6.0 4.477044 11.966782 0.469501
27880 7.0 3.965941 12.484148 0.783065
27881 5.0 3.490358 12.534128 0.782099
27882 4.0 4.015594 12.510407 0.781644
27883 4.0 4.780132 12.315213 0.781922
27884 4.0 4.399782 11.745996 0.471334
27885 10.0 4.517435 11.842543 0.475179
27886 9.0 4.231556 11.954649 0.467131
27887 9.0 3.17479 12.04994 0.4654
27888 9.0 3.834489 12.035952 0.467362
27889 11.0 4.499608 11.8397 0.46901
27890 8.0 4.221868 11.749118 0.478219
27891 9.0 4.181889 11.605771 0.475999
27892 10.0 4.305209 11.675436 0.477728
27893 6.0 3.699374 11.818751 0.478873
27894 7.0 3.63036 11.984884 0.46654
27895 10.0 3.747611 12.504564 0.781812
27896 6.0 4.007031 12.116546 0.459395
27897 5.0 3.982996 12.079424 0.468579
27898 6.0 3.64082 12.64514 0.78041
27899 7.0 4.047316 11.915372 0.470251
27900 9.0 4.644551 12.545573 0.785531
27901 7.0 4.663541 11.926547 0.468043
27902 9.0 4.271172 12.524424 0.784501
27903 5.0 3.993536 12.530022 0.785546
27904 4.0 4.15902 12.709561 0.783286
27905 5.0 3.75798 12.798726 0.78032
27906 7.0 2.998565 12.220875 0.463115
27907 11.0 3.500979 8.834373 0.156404
27908 7.0 4.700623 8.770514 0.156895
27909 6.0 4.049059 12.111605 0.460561
27910 7.0 4.206034 12.235992 0.459882
27911 7.0 4.029972 12.669914 0.77569
27912 4.0 4.64776 12.838059 0.776263
27913 9.0 3.748173 12.254542 0.459924
27914 8.0 3.675609 12.746987 0.777014
27915 8.0 4.095407 12.839657 0.775138
27916 7.0 3.346642 13.196906 0.506349
27917 8.0 4.154897 12.81913 0.777105
27918 7.0 3.919326 12.852858 0.777919
27919 9.0 3.572421 12.735655 0.778702
27920 6.0 3.807889 12.845669 0.778482
27921 8.0 3.585729 12.922453 0.774779
27922 9.0 4.265927 12.896389 0.772095
27923 10.0 4.311253 13.110421 0.510439
27924 10.0 4.395913 12.665681 0.779766
27925 9.0 3.901021 12.700379 0.777055
27926 9.0 3.919424 12.597932 0.777117
27927 9.0 4.171298 12.829075 0.77733
27928 10.0 4.308967 12.71828 0.778499
27929 9.0 4.138828 12.723835 0.778041
27930 7.0 4.726269 12.657008 0.778549
27931 5.0 3.949002 12.560617 0.782378
27932 9.0 3.985391 12.495704 0.783683
27933 7.0 4.252054 12.540259 0.782801
27934 7.0 4.812495 12.332304 0.66384
27935 7.0 4.341479 18.660732 0.667087
27936 6.0 3.968265 18.595638 0.670843
27937 6.0 5.003403 11.973806 0.464479
27938 8.0 4.116595 12.567161 0.779466
27939 8.0 4.197871 12.490384 0.784174
27940 5.0 3.972705 12.57768 0.782372
27941 6.0 4.270976 18.741615 0.669228
27942 7.0 4.084802 18.726967 0.669839
27943 6.0 4.631007 12.248818 0.462307
27944 3.0 4.160816 12.760363 0.777123
27945 5.0 3.975197 18.784725 0.667133
27946 4.0 3.777036 18.685556 0.668725
27947 7.0 4.011537 12.411466 0.782685
27948 9.0 3.520754 12.490911 0.779916
27949 5.0 3.985756 18.636153 0.664317
27950 8.0 4.284265 18.664176 0.666767
27951 8.0 4.642841 12.356351 0.77914
27952 5.0 4.34704 12.176201 0.782166
27953 6.0 4.353735 12.031017 0.784957
27954 5.0 4.117669 12.175754 0.783885
27955 7.0 3.891506 18.456207 0.669703
27956 6.0 3.678935 18.538784 0.668629
27957 7.0 4.171353 18.525556 0.667604
27958 6.0 3.246087 23.609984 0.264724
27959 6.0 4.33021 12.435291 0.77715
27960 7.0 4.553856 12.528826 0.775275
27961 8.0 3.775609 18.662938 0.666953
27962 4.0 4.46648 12.136626 0.464266
27963 8.0 4.099118 18.665722 0.668275
27964 7.0 4.347111 12.288805 0.785655
27965 3.0 4.033649 12.327171 0.785373
27966 7.0 3.332082 12.435825 0.780621
27967 5.0 3.705531 12.508279 0.780943
27968 5.0 3.696444 18.602158 0.669346
27969 5.0 4.216702 18.487319 0.672015
27970 4.0 4.146316 12.244333 0.781413
27971 3.0 3.949848 18.610248 0.671632
27972 5.0 4.149286 12.344468 0.784244
27973 6.0 4.692994 18.603224 0.671939
27974 5.0 4.102442 18.431615 0.675079
27975 6.0 3.980442 18.561097 0.672703
27976 8.0 4.442057 18.556663 0.675506
27977 5.0 4.457298 12.362014 0.785127
27978 7.0 4.2558 18.542297 0.674183
27979 4.0 3.961675 18.638128 0.671941
27980 4.0 4.535353 18.638303 0.671754
27981 7.0 3.985503 18.6513 0.674295
27982 6.0 3.545902 18.572103 0.674004
27983 5.0 3.748531 18.490524 0.673657
27984 4.0 3.113313 18.389362 0.67582
27985 6.0 3.817962 18.251496 0.673189
27986 4.0 4.037745 18.43309 0.672547
27987 7.0 4.254492 18.375523 0.672641
27988 5.0 4.254564 18.405994 0.673352
27989 9.0 3.624812 18.308521 0.675209
27990 7.0 4.112678 23.577808 0.261727
27991 5.0 3.43537 18.222165 0.673591
27992 6.0 3.848258 23.597551 0.261894
27993 5.0 3.430077 23.476835 0.264603
27994 6.0 4.096188 18.443865 0.670315
27995 6.0 4.595013 18.582159 0.667069
27996 7.0 4.399658 18.457 0.669716
27997 7.0 4.015858 18.557583 0.667351
27998 4.0 3.978926 18.519243 0.667689
27999 3.0 3.756236 18.575874 0.669468
28000 8.0 3.330765 18.630204 0.670421
28001 7.0 4.27191 18.423594 0.672315
28002 6.0 3.568035 18.37427 0.67364
28003 9.0 3.791232 18.348214 0.67523
28004 8.0 3.755758 18.56859 0.673796
28005 5.0 3.796752 18.474332 0.677799
28006 8.0 3.283177 18.430203 0.677572
28007 8.0 3.900429 18.455381 0.675824
28008 8.0 3.70027 18.379527 0.67891
28009 4.0 3.172671 18.33148 0.678983
28010 6.0 3.565562 18.402373 0.678475
28011 6.0 4.112335 18.372428 0.679286
28012 5.0 3.574705 18.405668 0.677026
28013 3.0 3.060262 18.429235 0.677639
28014 2.0 3.22341 18.441768 0.67862
28015 5.0 2.939477 18.434191 0.677705
28016 5.0 3.290884 18.47197 0.678077
28017 7.0 2.882912 18.421232 0.677094
28018 6.0 3.472029 18.709017 0.673392
28019 7.0 3.254645 18.601856 0.675251
28020 3.0 3.635714 18.622865 0.673342
28021 5.0 3.109949 18.557069 0.674858
28022 5.0 3.748419 18.491088 0.677161
28023 7.0 3.791406 18.540064 0.676841
28024 9.0 2.770167 18.495177 0.677565
28025 8.0 3.966717 18.573461 0.676143
28026 5.0 3.54289 18.569344 0.674742
28027 6.0 3.357103 18.569068 0.676247
28028 9.0 4.002153 18.604437 0.677032
28029 9.0 4.002448 18.47922 0.679139
28030 8.0 3.947885 18.533229 0.678603
28031 5.0 4.276182 18.517571 0.676295
28032 8.0 3.766984 18.585596 0.676907
28033 9.0 4.418869 18.731965 0.676037
28034 5.0 3.784879 18.537758 0.679405
28035 8.0 3.783642 18.544413 0.680374
28036 7.0 3.874771 18.470771 0.680219
28037 9.0 3.370857 18.535252 0.677927
28038 7.0 3.337886 18.605145 0.677832
28039 7.0 3.604786 18.593081 0.676715
28040 8.0 4.436097 18.611461 0.678122
28041 8.0 3.853995 18.922701 0.671151
28042 8.0 3.597232 18.799346 0.675143
28043 7.0 2.912015 18.721942 0.677543
28044 5.0 3.23473 18.780111 0.675998
28045 9.0 3.21712 18.679272 0.676712
28046 6.0 3.712111 18.535305 0.679956
28047 4.0 3.153201 18.609398 0.67763
28048 8.0 4.396801 18.668483 0.677311
28049 5.0 3.976634 18.617944 0.678497
28050 6.0 3.892989 18.721784 0.678905
28051 8.0 3.946471 18.702735 0.678902
28052 7.0 3.853025 18.717762 0.67866
28053 9.0 3.49146 18.663349 0.678127
28054 7.0 4.056505 18.615435 0.677333
28055 5.0 3.488319 18.755433 0.67589
28056 8.0 4.022474 18.698191 0.675113
28057 9.0 3.411608 18.598902 0.675898
28058 8.0 3.898699 18.626257 0.673446
28059 9.0 3.595283 18.603022 0.675449
28060 6.0 3.603579 18.587821 0.677163
28061 6.0 2.87631 18.550761 0.678287
28062 8.0 3.66837 18.517043 0.678361
28063 6.0 3.313808 18.695895 0.671986
28064 7.0 2.91758 18.706471 0.672528
28065 5.0 3.548621 18.651797 0.673404
28066 4.0 3.885603 18.72317 0.671188
28067 9.0 3.900727 18.570684 0.67403
28068 7.0 4.036422 18.57253 0.669702
28069 5.0 4.47569 18.597711 0.669572
28070 6.0 3.442906 18.698103 0.665631
28071 8.0 3.39572 18.511673 0.669038
28072 7.0 4.153421 18.552658 0.666126
28073 9.0 4.467559 18.514493 0.666839
28074 7.0 3.401942 18.425819 0.669325
28075 10.0 3.948478 18.561475 0.665131
28076 10.0 3.732233 18.52866 0.664178
28077 7.0 4.432434 18.523357 0.66553
28078 5.0 3.60107 18.528785 0.66637
28079 6.0 4.132606 18.461371 0.669854
28080 9.0 3.399485 18.451831 0.668127
28081 7.0 4.225723 18.341171 0.671494
28082 5.0 3.884049 18.46762 0.667127
28083 8.0 2.943653 18.530745 0.668103
28084 8.0 2.976837 18.387156 0.668838
28085 7.0 3.445655 18.266137 0.672037
28086 8.0 4.129339 18.318484 0.671307
28087 5.0 3.86638 18.384093 0.670036
28088 6.0 3.991489 18.380859 0.670396
28089 5.0 3.97102 18.385257 0.66877
28090 6.0 3.285856 18.347424 0.67103
28091 8.0 3.424878 18.45016 0.669666
28092 6.0 4.369864 18.408189 0.670388
28093 8.0 3.06961 18.591781 0.666921
28094 7.0 4.018239 18.402346 0.671202
28095 6.0 3.603698 18.425244 0.672289
28096 8.0 3.697974 18.397218 0.670887
28097 6.0 3.614711 18.570929 0.665865
28098 8.0 3.546334 18.496286 0.668066
28099 8.0 3.18659 18.515386 0.66822
28100 5.0 4.028894 18.398277 0.666165
28101 6.0 4.761823 18.439186 0.665618
28102 6.0 4.183499 18.409351 0.668307
28103 8.0 3.561834 18.632881 0.663606
28104 7.0 4.248888 18.348601 0.668658
28105 10.0 4.27905 18.48345 0.66587
28106 9.0 4.270813 18.448605 0.665369
28107 8.0 3.536018 18.239968 0.668802
28108 7.0 3.800138 18.48704 0.664769
28109 7.0 3.642363 18.411098 0.669043
28110 6.0 4.2678 18.310701 0.670015
28111 4.0 3.855293 18.276644 0.666675
